stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
stop_1773_318602,,"Grzegorza z Sanoka (nz)","",50.09826,20.09255,,,0,,,
stop_1774_318701,,"Orlowskiego (nz)","",50.1082,20.1083,,,0,,,
stop_1774_318702,,"Orlowskiego (nz)","",50.1082,20.1083,,,0,,,
stop_1785_319101,,"Petőfiego (nz)","",50.094152,20.035397,,,0,,,
stop_1785_319102,,"Petőfiego (nz)","",50.094174,20.035502,,,0,,,
stop_1789_319001,,"Jurczaka (nz)","",50.086367,19.986528,,,0,,,
stop_1789_319002,,"Jurczaka (nz)","",50.08676,19.98637,,,0,,,
stop_1801_126901,,"Maciejowice Gora (nz)","",50.137,20.0702,,,0,,,
stop_1801_126902,,"Maciejowice Gora (nz)","",50.1371,20.0699,,,0,,,
stop_1802_315901,,"Maciejowice Petla","",50.1421,20.0723,,,0,,,
stop_1803_316801,,"Maciejowice Skrzyzowanie (nz)","",50.1403,20.0744,,,0,,,
stop_1803_316802,,"Maciejowice Skrzyzowanie (nz)","",50.14,20.0743,,,0,,,
stop_1804_318901,,"Wiktorowice Rozlewnia Wod (nz)","",50.1321,20.0646,,,0,,,
stop_1804_318902,,"Wiktorowice Rozlewnia Wod (nz)","",50.1323,20.0647,,,0,,,
stop_1805_319201,,"Reduta (nz)","",50.09829,19.97477,,,0,,,
stop_1805_319202,,"Reduta (nz)","",50.0993,19.97421,,,0,,,
stop_1806_319301,,"Dziekanowice Batowice SKA","",50.10794,19.99585,,,0,,,
stop_1806_319302,,"Dziekanowice Batowice SKA","",50.10778,19.99633,,,0,,,
stop_1806_319391,,"Dziekanowice Batowice SKA","",50.10778,19.99633,,,0,,,
stop_1806_319392,,"Dziekanowice Batowice SKA","",50.10794,19.99585,,,0,,,
stop_1807_319401,,"Dziekanowicka (nz)","",50.10417,19.99224,,,0,,,
stop_1807_319402,,"Dziekanowicka (nz)","",50.10417,19.99224,,,0,,,
stop_1808_319501,,"Powstancow Magazyny","",50.106166,20.001605,,,0,,,
stop_1808_319502,,"Powstancow Magazyny","",50.1062,20.00143,,,0,,,
stop_1839_316701,,"Tomaszowice Kolberga (nz)","",50.13474,19.8369,,,0,,,
stop_1839_316702,,"Tomaszowice Kolberga (nz)","",50.13474,19.8369,,,0,,,
stop_1840_319801,,"Zelkow Petla","",50.161451,19.811576,,,0,,,
stop_1841_319901,,"Rzaska Szkola","",50.098733,19.838548,,,0,,,
stop_1841_319902,,"Rzaska Szkola","",50.099152,19.836839,,,0,,,
stop_1842_320001,,"Zelkow Kosciuszki (nz)","",50.161536,19.805201,,,0,,,
stop_1842_320002,,"Zelkow Kosciuszki (nz)","",50.161564,19.805619,,,0,,,
stop_1843_320101,,"Brzoskwinia Petla","",50.089917,19.703049,,,0,,,
stop_1843_320191,,"Brzoskwinia Petla","",50.0898,19.70291,,,0,,,
stop_1851_137401,,"sliwiaka (nz)","",50.037947,20.059351,,,0,,,
stop_1851_137402,,"sliwiaka (nz)","",50.03769,20.05873,,,0,,,
stop_1851_137403,,"sliwiaka (nz)","",50.03751,20.05949,,,0,,,
stop_1852_251701,,"sliwiaka Zaklady","",50.03796,20.05341,,,0,,,
stop_1852_251702,,"sliwiaka Zaklady","",50.03825,20.05189,,,0,,,
stop_1853_320301,,"Szpital Jana Pawla II","",50.088931,19.938065,,,0,,,
stop_1853_320302,,"Szpital Jana Pawla II","",50.089,19.938822,,,0,,,
stop_1853_320303,,"Szpital Jana Pawla II","",50.088379,19.93863,,,0,,,
stop_1859_320401,,"Kobylany Kwiatowa","",50.148005,19.761308,,,0,,,
stop_1859_320402,,"Kobylany Kwiatowa","",50.146424,19.762947,,,0,,,
stop_1860_320501,,"Karniowice Petla","",50.152407,19.773923,,,0,,,
stop_1860_320591,,"Karniowice Petla","",50.1525,19.774,,,0,,,
stop_1861_320601,,"Karniowice Gorki (nz)","",50.149377,19.779252,,,0,,,
stop_1861_320602,,"Karniowice Gorki (nz)","",50.149377,19.779252,,,0,,,
stop_1862_320701,,"Kobylany Dworska (nz)","",50.148071,19.753066,,,0,,,
stop_1862_320702,,"Kobylany Dworska (nz)","",50.148118,19.753096,,,0,,,
stop_1863_320801,,"Radwanowice Krzeszowicka (nz)","",50.144468,19.7081,,,0,,,
stop_1863_320802,,"Radwanowice Krzeszowicka (nz)","",50.144472,19.708058,,,0,,,
stop_1864_320901,,"Brzezie Kluczwody (nz)","",50.129303,19.821801,,,0,,,
stop_1864_320902,,"Brzezie Kluczwody (nz)","",50.128172,19.82182,,,0,,,
stop_1864_320991,,"Brzezie Kluczwody (nz)","",50.129278,19.821797,,,0,,,
stop_1864_320992,,"Brzezie Kluczwody (nz)","",50.128172,19.82182,,,0,,,
stop_1865_316501,,"Dziekanowice Dluga (nz)","",50.11285,20.00859,,,0,,,
stop_1865_316502,,"Dziekanowice Dluga (nz)","",50.1125,20.00842,,,0,,,
stop_1866_316601,,"Dziekanowice Kapliczka","",50.11727,20.01224,,,0,,,
stop_1866_316691,,"Dziekanowice Kapliczka","",50.11727,20.01224,,,0,,,
stop_1867_321001,,"Bolen Petla","",50.1288,19.9831,,,0,,,
stop_1868_321101,,"Bosutow Remiza","",50.1233,19.9942,,,0,,,
stop_1868_321102,,"Bosutow Remiza","",50.1233,19.9942,,,0,,,
stop_1871_93101,,"Herberta (nz)","",50.010398,19.944239,,,0,,,
stop_1871_93170,,"Herberta (nz)","",50.01002,19.94472,,,0,,,
stop_1885_321271,,"Wrzasowice Rondo","",49.971316,19.946745,,,0,,,
stop_1885_321273,,"Wrzasowice Rondo","",49.97114,19.94722,,,0,,,
stop_1890_322501,,"sciejowice Remiza (nz)","",50.006158,19.778876,,,0,,,
stop_1890_322502,,"sciejowice Remiza (nz)","",50.00584,19.778988,,,0,,,
stop_1891_322601,,"sciejowice Kosciel (nz)","",49.998825,19.779722,,,0,,,
stop_1891_322602,,"sciejowice Kosciel (nz)","",49.998918,19.779798,,,0,,,
stop_1892_322701,,"Wolowice Grotowa Skrzyzowanie (nz)","",49.984604,19.754657,,,0,,,
stop_1892_322702,,"Wolowice Grotowa Skrzyzowanie (nz)","",49.984537,19.75466,,,0,,,
stop_1893_322801,,"Jeziorzany Gorskie Domy (nz)","",49.981598,19.766711,,,0,,,
stop_1893_322802,,"Jeziorzany Gorskie Domy (nz)","",49.981608,19.766658,,,0,,,
stop_1894_322901,,"Wolowice Zawierzbie (nz)","",49.981731,19.744993,,,0,,,
stop_1894_322902,,"Wolowice Zawierzbie (nz)","",49.981716,19.745024,,,0,,,
stop_1895_323001,,"Krzysztoforzyce Petla","",50.1158,20.1384,,,0,,,
stop_1896_323101,,"Wolowice Grotowa (nz)","",49.98369,19.759121,,,0,,,
stop_1896_323102,,"Wolowice Grotowa (nz)","",49.983749,19.758957,,,0,,,
stop_1897_323201,,"Mnikow Granica (nz)","",50.06459,19.73794,,,0,,,
stop_1897_323202,,"Mnikow Granica (nz)","",50.06459,19.73794,,,0,,,
stop_1901_323301,,"Radziszow Podlesie Las (nz)","",49.91156,19.82228,,,0,,,
stop_1901_323302,,"Radziszow Podlesie Las (nz)","",49.91156,19.82215,,,0,,,
stop_1905_323401,,"Jedrzejczyka (nz)","",50.01483,20.04207,,,0,,,
stop_1906_323501,,"Wieliczka Stacja Paliw","",49.993019,20.043029,,,0,,,
stop_1906_323502,,"Wieliczka Stacja Paliw","",49.99339,20.0424,,,0,,,
stop_1919_13303,,"Wesele","",50.079369,19.896898,,,0,,,
stop_1919_13304,,"Wesele","",50.078873,19.897879,,,0,,,
stop_1921_324201,,"Teatr Slowackiego","",50.064609,19.945519,,,0,,,
stop_1921_324202,,"Teatr Slowackiego","",50.064792,19.944409,,,0,,,
stop_1921_324203,,"Teatr Slowackiego","",50.064135,19.945068,,,0,,,
stop_1925_321601,,"Lednica Gorna Choragwica (nz)","",49.97828,20.08677,,,0,,,
stop_1925_321602,,"Lednica Gorna Choragwica (nz)","",49.97852,20.08582,,,0,,,
stop_1926_321701,,"Lednica Gorna (nz)","",49.97723,20.09222,,,0,,,
stop_1926_321702,,"Lednica Gorna (nz)","",49.97737,20.09176,,,0,,,
stop_1927_321801,,"Tomaszkowice","",49.97585,20.09918,,,0,,,
stop_1927_321802,,"Tomaszkowice","",49.97612,20.0983,,,0,,,
stop_1928_321901,,"Przebieczany","",49.97409,20.10832,,,0,,,
stop_1928_321902,,"Przebieczany","",49.97335,20.11136,,,0,,,
stop_1929_322001,,"Biskupice I (nz)","",49.97248,20.12388,,,0,,,
stop_1929_322002,,"Biskupice I (nz)","",49.97267,20.12265,,,0,,,
stop_1930_322101,,"Biskupice II (nz)","",49.96929,20.13244,,,0,,,
stop_1930_322102,,"Biskupice II (nz)","",49.96888,20.1332,,,0,,,
stop_1931_322201,,"Trabki I (nz)","",49.9634,20.14179,,,0,,,
stop_1931_322202,,"Trabki I (nz)","",49.96316,20.14224,,,0,,,
stop_1932_322301,,"Trabki OSP","",49.95798,20.14657,,,0,,,
stop_1932_322302,,"Trabki OSP","",49.95868,20.14586,,,0,,,
stop_1933_324501,,"Trabki P+R","",49.95731,20.14707,,,0,,,
stop_1934_324601,,"Wieliczka Gdowska","",49.98154,20.07041,,,0,,,
stop_1935_324701,,"Wieliczka Polna (nz)","",49.98,20.07795,,,0,,,
stop_1935_324702,,"Wieliczka Polna (nz)","",49.98019,20.07758,,,0,,,
stop_1938_324901,,"Zabierzow Rynek","",50.116503,19.799886,,,0,,,
stop_1938_324902,,"Zabierzow Rynek","",50.116952,19.800051,,,0,,,
stop_1939_325001,,"Krzeszowice Dworzec Autobusowy","",50.1315,19.6371,,,0,,,
stop_1940_325101,,"Modlniczka Leroy Merlin (nz)","",50.106416,19.849579,,,0,,,
stop_1940_325102,,"Modlniczka Leroy Merlin (nz)","",50.106043,19.850759,,,0,,,
stop_1943_324801,,"Zabierzow Eximius Park","",50.106731,19.824076,,,0,,,
stop_1943_324802,,"Zabierzow Eximius Park","",50.106657,19.824111,,,0,,,
stop_1988_327001,,"Wegrzce Wielkie Petla","",50.0149,20.1152,,,0,,,
stop_1992_327101,,"Brzozowka Oskarowka","",50.1755,19.8964,,,0,,,
stop_1992_327102,,"Brzozowka Oskarowka","",50.1755,19.8964,,,0,,,
stop_1993_327201,,"Brzozowka Osrodek","",50.172,19.8982,,,0,,,
stop_1993_327202,,"Brzozowka Osrodek","",50.172,19.8982,,,0,,,
stop_1996_327601,,"Splawy","",50.093565,20.146843,,,0,,,
stop_1996_327602,,"Splawy","",50.093499,20.146913,,,0,,,
stop_1997_327701,,"Wegrzynowicka (nz)","",50.09942,20.14814,,,0,,,
stop_1997_327702,,"Wegrzynowicka (nz)","",50.09942,20.14814,,,0,,,
stop_2010_327801,,"Niebyla (nz)","",50.102313,20.061026,,,0,,,
stop_2010_327802,,"Niebyla (nz)","",50.102231,20.061276,,,0,,,
stop_2012_327901,,"Kamien Szkola","",50.014971,19.586742,,,0,,,
stop_2048_328001,,"Czulice Przymiarki (nz)","",50.1225,20.1873,,,0,,,
stop_2048_328002,,"Czulice Przymiarki (nz)","",50.1225,20.1873,,,0,,,
stop_2049_328101,,"Gleboka Staw","",50.133221,20.149281,,,0,,,
stop_2049_328102,,"Gleboka Staw","",50.133118,20.149282,,,0,,,
stop_2050_328201,,"Karniow Szkola","",50.1315,20.1711,,,0,,,
stop_2050_328202,,"Karniow Szkola","",50.1315,20.1711,,,0,,,
stop_2051_328301,,"Czulice Kosciol","",50.127,20.188,,,0,,,
stop_2052_328401,,"Wola Luborzycka Skrzyzowanie (nz)","",50.159623,20.116692,,,0,,,
stop_2052_328402,,"Wola Luborzycka Skrzyzowanie (nz)","",50.160375,20.117066,,,0,,,
stop_2053_328501,,"lososkowice Remiza","",50.1877,20.1602,,,0,,,
stop_2054_328601,,"Skrzeszowice OSP Boisko","",50.188586,20.144372,,,0,,,
stop_2054_328602,,"Skrzeszowice OSP Boisko","",50.188735,20.144866,,,0,,,
stop_2055_328701,,"luczyce Kosynierow","",50.1606,20.084,,,0,,,
stop_2055_328702,,"luczyce Kosynierow","",50.160562,20.083927,,,0,,,
stop_2056_328801,,"Polanowice Boisko (nz)","",50.198209,20.09149,,,0,,,
stop_2056_328802,,"Polanowice Boisko (nz)","",50.197877,20.091262,,,0,,,
stop_2057_328901,,"Goszcza Dworek","",50.1868,20.0699,,,0,,,
stop_2057_328991,,"Goszcza Dworek","",50.1868,20.0699,,,0,,,
stop_2058_329001,,"Sadowie Wiadukt (nz)","",50.176118,20.066696,,,0,,,
stop_2058_329002,,"Sadowie Wiadukt (nz)","",50.176611,20.066335,,,0,,,
stop_2059_329101,,"Goszyce Pod Lasem (nz)","",50.171507,20.1253,,,0,,,
stop_2059_329102,,"Goszyce Pod Lasem (nz)","",50.171059,20.124955,,,0,,,
stop_2060_329201,,"Kocmyrzow-Luborzyca Urzad Gminy","",50.13572,20.11361,,,0,,,
stop_2060_329202,,"Kocmyrzow-Luborzyca Urzad Gminy","",50.135077,20.113209,,,0,,,
stop_2063_329401,,"Czulow Sklep (nz)","",50.05968,19.703414,,,0,,,
stop_2063_329402,,"Czulow Sklep (nz)","",50.05967,19.703711,,,0,,,
stop_2064_329501,,"Czulow Granica (nz)","",50.05946,19.711639,,,0,,,
stop_2064_329502,,"Czulow Granica (nz)","",50.059451,19.712055,,,0,,,
stop_2065_329601,,"Mnikow Remiza (nz)","",50.059934,19.722214,,,0,,,
stop_2065_329602,,"Mnikow Remiza (nz)","",50.059884,19.721926,,,0,,,
stop_2066_329701,,"Mnikow Sklep (nz)","",50.059858,19.727815,,,0,,,
stop_2066_329702,,"Mnikow Sklep (nz)","",50.059849,19.728604,,,0,,,
stop_2066_329703,,"Mnikow Sklep (nz)","",50.060051,19.727003,,,0,,,
stop_2066_329704,,"Mnikow Sklep (nz)","",50.05989,19.72671,,,0,,,
stop_2067_329801,,"Cholerzyn Skwer (nz)","",50.058502,19.774436,,,0,,,
stop_2067_329802,,"Cholerzyn Skwer (nz)","",50.058288,19.775441,,,0,,,
stop_2068_329901,,"Rybna Kosciol","",50.04938,19.647039,,,0,,,
stop_2068_329902,,"Rybna Kosciol","",50.049384,19.646892,,,0,,,
stop_2069_330001,,"Prusy","",50.110675,20.081857,,,0,,,
stop_2069_330002,,"Prusy","",50.109974,20.081494,,,0,,,
stop_2070_330101,,"Lusina Krakowka (nz)","",49.978485,19.932257,,,0,,,
stop_2070_330102,,"Lusina Krakowka (nz)","",49.978484,19.932174,,,0,,,
stop_2071_330301,,"Kaszow Szkola nr 2 (nz)","",50.021905,19.729049,,,0,,,
stop_2071_330302,,"Kaszow Szkola nr 2 (nz)","",50.021773,19.728623,,,0,,,
stop_2072_330401,,"Kaszow Wielka Droga (nz)","",50.025173,19.73629,,,0,,,
stop_2072_330402,,"Kaszow Wielka Droga (nz)","",50.025169,19.736205,,,0,,,
stop_2073_330501,,"Zagacie Gorka (nz)","",49.999922,19.696748,,,0,,,
stop_2073_330502,,"Zagacie Gorka (nz)","",49.999546,19.6961,,,0,,,
stop_2074_330601,,"Klokoczyn Szkola (nz)","",49.995033,19.639394,,,0,,,
stop_2074_330602,,"Klokoczyn Szkola (nz)","",49.995156,19.639016,,,0,,,
stop_2076_330801,,"Rusocice Na Brzegu (nz)","",49.999769,19.601966,,,0,,,
stop_2076_330802,,"Rusocice Na Brzegu (nz)","",49.999802,19.601896,,,0,,,
stop_2077_330901,,"Klokoczyn Machaczki (nz)","",49.99625,19.63181,,,0,,,
stop_2077_330902,,"Klokoczyn Machaczki (nz)","",49.99625,19.63181,,,0,,,
stop_2078_331002,,"Maly Plaszow P+R","",50.039557,20.000642,,,0,,,
stop_2078_331003,,"Maly Plaszow P+R","",50.040203,20.000888,,,0,,,
stop_2078_331004,,"Maly Plaszow P+R","",50.039944,19.999492,,,0,,,
stop_2079_331101,,"Brzegi Petla","",50.03147,20.094999,,,0,,,
stop_2079_331191,,"Brzegi Petla","",50.03147,20.094999,,,0,,,
stop_2080_331201,,"Konary Krolowej Polski (nz)","",49.933532,19.914892,,,0,,,
stop_2080_331202,,"Konary Krolowej Polski (nz)","",49.933452,19.9155,,,0,,,
stop_2081_331301,,"Mogilany Krotka (nz)","",49.933031,19.906687,,,0,,,
stop_2081_331302,,"Mogilany Krotka (nz)","",49.933581,19.906292,,,0,,,
stop_2082_331401,,"Wlosan Centrum","",49.9136,19.9029,,,0,,,
stop_2083_331501,,"swiatniki Gorne Skrzyzowanie (nz)","",49.934292,19.966981,,,0,,,
stop_2083_331502,,"swiatniki Gorne Skrzyzowanie (nz)","",49.934239,19.967339,,,0,,,
stop_2084_331601,,"swiatniki Gorne Bielowicza Szkola","",49.935151,19.963142,,,0,,,
stop_2084_331602,,"swiatniki Gorne Bielowicza Szkola","",49.935132,19.962246,,,0,,,
stop_2085_331701,,"swiatniki Gorne Centrum","",49.934223,19.953178,,,0,,,
stop_2085_331702,,"swiatniki Gorne Centrum","",49.934393,19.953999,,,0,,,
stop_2086_331801,,"swiatniki Gorne Urzad Miasta i Gminy","",49.934487,19.945441,,,0,,,
stop_2086_331802,,"swiatniki Gorne Urzad Miasta i Gminy","",49.934282,19.946741,,,0,,,
stop_2088_332001,,"swiatniki Gorne Buk (nz)","",49.935077,19.934336,,,0,,,
stop_2088_332002,,"swiatniki Gorne Buk (nz)","",49.935221,19.934509,,,0,,,
stop_2089_332101,,"Rzeszotary Dworska","",49.943548,19.993354,,,0,,,
stop_2089_332102,,"Rzeszotary Dworska","",49.943554,19.993414,,,0,,,
stop_2090_332201,,"Rzeszotary Remiza (nz)","",49.945728,19.972994,,,0,,,
stop_2090_332202,,"Rzeszotary Remiza (nz)","",49.945719,19.973041,,,0,,,
stop_2091_332301,,"Bukow Petla","",49.953043,19.834625,,,0,,,
stop_2091_332302,,"Bukow Petla","",49.953609,19.835101,,,0,,,
stop_2092_332401,,"Chorowice Petla","",49.949611,19.86947,,,0,,,
stop_2092_332491,,"Chorowice Petla","",49.949612,19.869448,,,0,,,
stop_2093_332501,,"swiatniki Gorne Krakowska (nz)","",49.938434,19.943324,,,0,,,
stop_2093_332502,,"swiatniki Gorne Krakowska (nz)","",49.938749,19.942769,,,0,,,
stop_2094_104901,,"Glowackiego","",50.075642,19.906485,,,0,,,
stop_2094_104902,,"Glowackiego","",50.075642,19.906485,,,0,,,
stop_2095_332601,,"Lusina Krakowska (nz)","",49.974974,19.923944,,,0,,,
stop_2095_332602,,"Lusina Krakowska (nz)","",49.975638,19.923037,,,0,,,
stop_2097_332701,,"Skawina Podgorki","",49.996756,19.818751,,,0,,,
stop_2097_332791,,"Skawina Podgorki","",49.99674,19.818706,,,0,,,
stop_2098_332801,,"Brzeznica Dworzec","",49.96681,19.628804,,,0,,,
stop_2099_332901,,"Brzezinka Kuznia (nz)","",49.962843,19.64963,,,0,,,
stop_2099_332902,,"Brzezinka Kuznia (nz)","",49.96296,19.649219,,,0,,,
stop_2100_333001,,"Wola Radziszowska Petla","",49.902472,19.768354,,,0,,,
stop_2101_333101,,"Ochodza Dwor","",49.9647,19.7432,,,0,,,
stop_2101_333102,,"Ochodza Dwor","",49.9647,19.7432,,,0,,,
stop_2102_333201,,"Krzecin Szczesna (nz)","",49.948807,19.730431,,,0,,,
stop_2102_333202,,"Krzecin Szczesna (nz)","",49.947943,19.730359,,,0,,,
stop_2103_333301,,"Grabie Petla","",49.92593,19.73407,,,0,,,
stop_2104_333401,,"Skawina zwirowa (nz)","",49.98697,19.80362,,,0,,,
stop_2104_333402,,"Skawina zwirowa (nz)","",49.98697,19.80362,,,0,,,
stop_2105_333501,,"Skawina zwirownia (nz)","",49.98262,19.80713,,,0,,,
stop_2105_333502,,"Skawina zwirownia (nz)","",49.98239,19.80729,,,0,,,
stop_2106_333601,,"Skawina Piastowska (nz)","",49.98737,19.80616,,,0,,,
